Filename,crack,dent,glass shatter,lamp broken,scratch,tire flat
/kaggle/input/vehicle-damage-identification/test/glass shatter/4513.jpg,1.19501724e-17,2.3068229e-14,1.0,4.628446e-18,1.9373455e-17,5.489804e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/2155.jpg,4.862555e-11,9.975285e-10,1.0,7.980848e-09,8.420007e-09,2.7546934e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4691.jpg,9.028574e-21,1.3110678e-18,1.0,8.4589144e-20,6.4027548e-21,3.6407086e-24
/kaggle/input/vehicle-damage-identification/test/glass shatter/6753.jpg,1.067029e-12,2.717695e-12,1.0,6.327546e-17,5.916674e-12,3.976228e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/4309.jpg,1.6875661e-14,1.4239311e-09,1.0,3.2641498e-10,1.6430964e-14,9.528749e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5918.jpg,4.127981e-09,2.3029357e-07,0.99999976,3.8694214e-08,1.376144e-09,7.917398e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/5625.jpg,3.3055938e-18,2.0549216e-15,1.0,2.2617779e-14,3.4759896e-13,3.2880056e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/3248.jpg,3.9981966e-05,0.16293775,0.8350627,0.0008418188,0.0011177863,7.7728296e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/3835.jpg,1.6214042e-13,1.6205588e-07,0.9999999,3.670575e-11,3.4991017e-11,8.101301e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2678.jpg,2.9944607e-14,2.4983727e-08,1.0,2.5659872e-14,9.296386e-15,3.268407e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/1287.jpg,6.085541e-10,0.0007901238,0.9992099,3.110742e-13,6.77498e-10,1.9927218e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/5430.jpg,1.9271324e-14,6.101508e-16,1.0,1.2159064e-19,1.1005966e-14,2.123722e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/5416.jpg,9.617584e-20,1.3317824e-11,1.0,1.5989751e-10,1.312453e-12,1.1869428e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/3312.jpg,3.542023e-15,3.9422212e-11,1.0,1.9319492e-11,8.791037e-15,5.8789625e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3276.jpg,2.0795925e-10,0.00039707214,0.9996026,2.9999686e-07,6.2868093e-09,2.9970655e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/4244.jpg,3.421355e-17,4.3941503e-15,1.0,1.9779156e-14,3.0299754e-12,4.5216206e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/864.jpg,1.5179611e-26,1.0968555e-26,1.0,1.8915969e-21,3.3508022e-19,3.6104128e-28
/kaggle/input/vehicle-damage-identification/test/glass shatter/455.jpg,3.0059368e-16,4.908497e-10,1.0,3.3571344e-12,6.718211e-14,3.5739875e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/2534.jpg,7.977285e-17,1.700952e-13,1.0,1.0650647e-12,3.5234779e-16,5.898815e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/1148.jpg,9.382778e-16,1.853527e-11,1.0,1.1281057e-09,8.3121895e-12,2.2597159e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/905.jpg,1.1044058e-16,1.5660691e-18,1.0,6.349882e-19,5.3434136e-16,2.7937013e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/5598.jpg,2.8878712e-16,1.09472246e-13,1.0,4.6254525e-15,2.114811e-09,6.856071e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/5011.jpg,4.234039e-10,0.0005464319,0.99939024,6.129639e-05,1.9010216e-06,8.070353e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/5965.jpg,2.4195973e-17,8.102481e-12,1.0,3.875922e-12,1.2692071e-14,1.2324273e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/3580.jpg,1.8139702e-10,7.0417923e-07,0.99999917,3.4495404e-10,1.730009e-07,1.8654608e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/3983.jpg,2.2225528e-15,1.1497338e-22,1.0,2.980392e-14,3.8418944e-09,5.13117e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/50.jpg,2.926462e-17,2.2992093e-11,0.9999999,1.287562e-07,3.4325778e-13,2.0220896e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/127.jpg,3.9148684e-20,9.363224e-15,1.0,3.632838e-19,5.704027e-12,4.6264822e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/5508.jpg,9.889969e-11,2.3168475e-12,0.99999976,4.3736905e-14,2.0093728e-07,4.111622e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/4403.jpg,1.9176384e-11,1.18050615e-07,0.9999999,2.3553087e-12,2.0722053e-10,9.531743e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/1545.jpg,5.042153e-13,4.1950063e-08,1.0,7.660078e-15,2.7964438e-12,6.167063e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/2829.jpg,3.0848398e-14,4.9401646e-19,1.0,1.5169068e-12,2.2160416e-12,6.829062e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/6790.jpg,2.5917526e-17,2.0324139e-16,1.0,1.0535616e-17,6.994891e-13,7.219798e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/5583.jpg,3.6577924e-15,3.3876282e-13,1.0,9.45846e-16,3.3177064e-12,1.4378344e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/6123.jpg,7.5608756e-07,1.0747954e-08,0.9999927,6.5293143e-06,1.0454101e-11,9.227282e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/6617.jpg,1.5902154e-18,3.688372e-19,1.0,4.7134163e-19,5.9730662e-18,8.1573134e-23
/kaggle/input/vehicle-damage-identification/test/glass shatter/2799.jpg,8.902627e-18,7.359548e-11,1.0,2.2595467e-12,5.9962415e-17,4.993721e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/4011.jpg,6.728715e-11,2.720661e-10,0.9999262,4.1318686e-05,3.2393604e-05,7.14096e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3251.jpg,6.6949395e-15,3.4340996e-12,1.0,4.481773e-12,1.8516568e-12,1.2791834e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/2787.jpg,8.823483e-17,8.275414e-15,1.0,1.3091518e-21,2.921258e-14,1.3655962e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3962.jpg,3.6743468e-15,2.7421562e-05,0.99997234,1.4102302e-11,1.8463187e-07,7.186468e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/3733.jpg,1.0076514e-14,2.8130465e-10,1.0,3.8489277e-13,5.889399e-10,8.468443e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/2177.jpg,6.5775306e-15,7.028214e-14,1.0,4.2196415e-16,4.8199427e-14,2.8788946e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2073.jpg,1.4150476e-17,1.2996971e-14,1.0,5.714505e-15,9.6047255e-14,2.7271594e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2986.jpg,1.3660998e-07,0.002756773,0.9658039,0.000104263396,0.031333927,9.708986e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/6488.jpg,4.4276013e-11,2.4735757e-05,0.9999752,1.4169574e-09,6.1638576e-11,1.8389923e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/451.jpg,3.0701674e-20,7.547495e-18,1.0,6.2528368e-21,1.5266714e-19,3.1182728e-23
/kaggle/input/vehicle-damage-identification/test/glass shatter/2937.jpg,9.364292e-12,6.684601e-16,1.0,5.778398e-17,2.6320893e-10,2.1717163e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/3003.jpg,8.039798e-15,1.7660262e-10,1.0,4.213485e-14,3.7711892e-08,1.679106e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/2632.jpg,1.2034324e-13,7.334517e-12,1.0,2.5985465e-15,5.6953626e-12,1.779169e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/3992.jpg,2.0731417e-11,0.0034634268,0.9965366,3.264405e-10,9.4332115e-14,2.6816583e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/4168.jpg,3.5946405e-16,2.0040414e-05,0.99997985,2.1536424e-09,6.1871944e-08,5.877387e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/4536.jpg,3.1415662e-11,0.0052505685,0.994747,2.3976725e-06,4.097918e-09,2.8946165e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4762.jpg,6.012859e-09,0.0013322537,0.99866736,2.8145457e-12,3.434248e-07,5.6690237e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/5973.jpg,1.1523118e-21,3.4215602e-19,1.0,8.556789e-22,4.375796e-17,2.4648543e-25
/kaggle/input/vehicle-damage-identification/test/glass shatter/6523.jpg,2.1331066e-12,3.8527823e-10,1.0,4.279285e-13,4.5011937e-12,3.8418368e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2288.jpg,7.3300255e-20,1.1768858e-16,1.0,5.9258965e-21,5.255768e-12,2.800521e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/5855.jpg,1.3772783e-17,4.593096e-13,1.0,2.3027795e-17,3.3256096e-14,1.4350806e-23
/kaggle/input/vehicle-damage-identification/test/glass shatter/2846.jpg,3.5322408e-11,4.684656e-15,1.0,6.8269956e-12,5.1719544e-09,5.3517335e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/4909.jpg,3.5006832e-19,7.3968e-18,1.0,8.6235604e-17,1.900155e-11,1.4630036e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/3549.jpg,2.6195213e-11,4.8356257e-13,0.99999976,2.368062e-11,2.7658984e-07,8.560218e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/2111.jpg,6.6354575e-11,1.5373174e-14,1.0,3.9854014e-13,1.3160221e-09,4.339657e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5094.jpg,1.6260536e-09,0.0056040976,0.99435717,2.2242504e-05,1.6458176e-05,2.6041767e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/5936.jpg,2.3456015e-17,8.5275005e-13,1.0,9.25862e-12,2.7406577e-11,7.2898853e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/6552.jpg,2.9303017e-14,2.400143e-06,0.9999974,5.2415693e-08,2.4814915e-07,2.9262523e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/1856.jpg,4.7685632e-17,3.6952046e-14,1.0,4.969185e-12,2.841714e-14,6.7157724e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/4012.jpg,1.923484e-08,0.00045901994,0.9982503,0.0012902847,4.0255136e-07,2.0603355e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/3735.jpg,1.448074e-17,2.2820621e-14,1.0,7.1423443e-16,2.6146016e-10,6.888053e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/7070.jpg,0.003478907,0.0020602408,0.048812862,0.9455559,9.2048285e-05,1.0432758e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/195.jpg,2.0241216e-14,1.2826383e-10,1.0,1.1220873e-11,1.3678187e-11,3.6129423e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2385.jpg,7.361866e-18,1.0477016e-18,1.0,2.7884326e-20,1.1146941e-18,2.7964374e-24
/kaggle/input/vehicle-damage-identification/test/glass shatter/552.jpg,4.6101214e-13,0.0033516625,0.9966484,1.9811632e-13,4.2649793e-11,3.2932615e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/799.jpg,4.960786e-19,6.0180836e-12,1.0,1.6235833e-20,3.0793803e-09,4.269265e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3389.jpg,3.1374712e-23,8.1600995e-19,1.0,4.6099527e-22,2.4412946e-15,1.2012536e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/1810.jpg,2.1360426e-19,3.8224206e-25,1.0,2.7349507e-18,8.3692336e-13,7.2737186e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/3718.jpg,4.5304736e-14,7.3936214e-08,0.9999999,2.9406286e-10,9.9946655e-11,1.04939806e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/3933.jpg,4.633528e-13,2.8435194e-14,1.0,1.3260262e-11,2.5281806e-11,3.7948258e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/940.jpg,1.6657657e-14,4.6403534e-14,1.0,1.5303663e-14,4.0792066e-12,9.173982e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/4650.jpg,4.714511e-20,1.0341618e-17,1.0,2.3659884e-20,7.0178726e-14,5.310518e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/6483.jpg,1.9916633e-12,1.7657989e-08,1.0,1.0869158e-10,2.0170961e-10,5.5866395e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/996.jpg,8.444842e-16,1.8577762e-09,1.0,7.4078854e-10,1.0885984e-10,2.2430017e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/4402.jpg,6.405786e-13,1.025314e-09,1.0,3.6637104e-09,2.1149793e-10,1.14150505e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4744.jpg,1.3975888e-08,1.9226005e-07,0.9999995,1.869183e-07,7.9152895e-10,3.3735103e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4052.jpg,3.8444366e-21,2.0374994e-15,1.0,2.0031093e-18,6.9356657e-13,6.494358e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/2522.jpg,9.969851e-20,7.721571e-15,1.0,3.2119646e-20,3.1111107e-14,1.811252e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/6886.jpg,2.250301e-11,3.612019e-05,0.9999639,1.497207e-14,3.0864764e-10,7.46038e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3786.jpg,6.296722e-15,8.151678e-06,0.9998802,0.00010901855,6.911038e-10,2.5990573e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/2940.jpg,2.9873434e-20,3.056223e-15,1.0,3.15518e-27,3.1605888e-12,3.0550233e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/7002.jpg,2.4209223e-13,1.528654e-10,1.0,5.2694897e-12,4.5502282e-10,7.0983115e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3821.jpg,6.646619e-11,1.1160888e-05,0.9999888,7.372236e-11,2.9151975e-10,7.652591e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/6809.jpg,5.786049e-18,2.8637182e-10,1.0,5.027464e-19,7.337793e-15,3.308334e-24
/kaggle/input/vehicle-damage-identification/test/glass shatter/321.jpg,0.0026448616,0.006392017,0.09607909,0.8941942,0.0006898544,1.741801e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/1059.jpg,3.4707686e-13,1.8213204e-11,0.9999999,5.493801e-12,1.1262288e-07,7.9624354e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/469.jpg,2.239534e-13,2.4855418e-10,1.0,1.7190931e-09,2.2040291e-11,3.1444093e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/6865.jpg,3.2923245e-10,1.5999917e-13,1.0,3.7065876e-12,3.3567171e-09,1.2212699e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/6693.jpg,8.044143e-06,1.7688448e-07,0.9999596,3.220346e-05,3.3448203e-10,2.4520355e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/2754.jpg,5.5611664e-17,1.3551527e-13,1.0,1.0141027e-14,9.689196e-11,2.3771365e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/2726.jpg,5.0972426e-16,2.5362411e-15,1.0,7.3713517e-14,1.3136224e-16,1.8906187e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/4116.jpg,7.518344e-12,2.1232985e-05,0.9999664,7.3548e-10,1.23915415e-05,7.582389e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/6025.jpg,1.0505565e-08,0.0005810207,0.78756785,8.2355855e-09,0.21185108,5.498189e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/3177.jpg,3.185146e-20,2.7091162e-18,1.0,5.551066e-21,8.655076e-15,1.3656775e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/2379.jpg,5.4125588e-20,3.4440595e-18,1.0,5.570769e-15,3.7468147e-18,4.943213e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/570.jpg,7.870256e-09,6.457985e-13,1.0,2.011118e-18,7.7427705e-17,3.9273222e-23
/kaggle/input/vehicle-damage-identification/test/glass shatter/5999.jpg,1.0900899e-18,1.5261211e-08,1.0,1.5246653e-13,9.147094e-11,4.778396e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/6979.jpg,6.203888e-11,4.895312e-07,0.999998,1.5175798e-06,4.3545096e-08,1.4392798e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/566.jpg,2.988875e-10,0.8953144,0.1046745,1.1126019e-05,3.962738e-09,1.5356654e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/6919.jpg,8.965266e-18,2.3168675e-18,1.0,1.3232143e-22,1.0075543e-16,1.1155159e-24
/kaggle/input/vehicle-damage-identification/test/glass shatter/6227.jpg,1.1719365e-08,0.0020295398,0.9976745,0.00016604477,8.8486803e-07,0.00012901831
/kaggle/input/vehicle-damage-identification/test/glass shatter/1564.jpg,3.457586e-11,1.5649177e-06,0.99999845,6.223387e-11,8.241618e-10,2.418731e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/4731.jpg,1.1350918e-09,8.698312e-12,0.99999964,8.6313416e-13,4.045136e-07,7.27391e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/1433.jpg,1.8602453e-09,0.0596379,0.9403351,8.122828e-06,1.8981373e-05,8.450274e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2283.jpg,1.8292537e-16,3.5414187e-13,1.0,6.8625185e-16,3.940106e-16,2.904461e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/3647.jpg,1.8270992e-23,3.2552617e-12,1.0,1.4201441e-21,2.2079527e-13,3.097564e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/2427.jpg,7.2932954e-19,5.2216794e-18,1.0,3.8030165e-26,6.5525346e-12,1.8248492e-23
