Filename,crack,dent,glass shatter,lamp broken,scratch,tire flat
/kaggle/input/vehicle-damage-identification/test/glass shatter/243.jpg,3.2102172e-25,3.497101e-22,1.0,2.352889e-23,4.4761634e-18,1.5401369e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/6695.jpg,9.17494e-16,4.213733e-11,1.0,4.6032366e-12,4.417232e-12,3.568e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/5244.jpg,2.7565464e-11,4.183304e-13,0.9999938,2.1820318e-10,6.2158883e-06,2.7452512e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/6637.jpg,7.529266e-10,1.901514e-08,1.0,4.3101265e-09,1.3043537e-10,6.882644e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/6904.jpg,9.951563e-12,4.876574e-07,0.99999857,9.08747e-07,5.6674376e-09,2.3035906e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/6098.jpg,8.0285695e-11,4.947659e-13,0.99989355,1.7476272e-14,0.000106406944,3.1646541e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/4004.jpg,6.091993e-08,1.0583132e-07,0.99999917,7.2496806e-07,4.572721e-11,6.5629546e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/273.jpg,1.5508767e-06,7.37658e-07,0.99999404,2.2972622e-06,1.452771e-06,3.8999146e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/4882.jpg,1.4800773e-08,0.00021624687,0.99978346,6.0964204e-08,1.01127945e-07,3.5769532e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/3949.jpg,1.1968765e-13,1.03371266e-16,1.0,9.261217e-12,6.934948e-14,6.396705e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/5049.jpg,1.7941523e-17,1.0792386e-15,1.0,7.5797514e-11,5.7613047e-14,3.648279e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/3377.jpg,5.5713714e-09,1.1171972e-07,0.99725926,7.802136e-08,0.0027404053,6.248611e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/3543.jpg,4.445936e-20,1.6211973e-24,1.0,6.2719755e-20,2.5322848e-13,2.9906289e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/668.jpg,6.4955354e-18,4.0784e-22,1.0,5.906201e-19,5.118175e-10,7.877248e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/5242.jpg,1.7663493e-10,4.8138257e-13,0.99979764,4.4504916e-16,0.00020238092,3.2292861e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/3808.jpg,1.387232e-12,8.548513e-16,0.99999833,6.03822e-15,1.7177817e-06,6.056708e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/6893.jpg,2.4107091e-15,4.325838e-14,1.0,3.4870726e-13,2.9267325e-08,1.733898e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/328.jpg,1.673279e-09,1.8954994e-08,0.99998486,1.51710765e-05,1.510301e-09,5.6701957e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/683.jpg,4.6377675e-15,4.8089558e-12,1.0,2.2630368e-15,1.7744671e-14,1.41442635e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4844.jpg,2.4023483e-13,9.075672e-14,1.0,1.5449013e-10,6.501205e-09,1.153054e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/743.jpg,5.6882955e-23,7.333719e-27,1.0,1.8623992e-20,1.9495994e-18,1.2031069e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/2952.jpg,1.395901e-11,7.346324e-18,1.0,5.6476113e-13,1.0937631e-08,1.3581861e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/6256.jpg,1.5327882e-10,7.732736e-09,1.0,3.4502687e-09,5.385195e-10,4.2770166e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2051.jpg,2.4748031e-10,1.5248325e-11,0.9999999,7.504255e-08,1.9625068e-08,3.815449e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4067.jpg,1.9221648e-26,1.0138065e-26,1.0,1.649287e-23,1.9602036e-18,1.5149785e-23
/kaggle/input/vehicle-damage-identification/test/glass shatter/3077.jpg,4.971262e-10,0.00019528811,0.9998047,1.3506733e-11,1.1678112e-08,1.5503796e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/353.jpg,7.79458e-15,3.1072916e-14,1.0,1.2817547e-15,2.962315e-09,5.965154e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/59.jpg,1.5926357e-13,4.5114174e-14,1.0,3.6482192e-11,9.935787e-14,7.0510804e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/2346.jpg,5.711722e-06,0.0006678358,0.9987509,0.0004980487,7.744926e-05,7.029324e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/379.jpg,1.1283166e-07,0.006353828,0.9935596,3.019824e-06,8.3487714e-05,3.295956e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/5758.jpg,3.6680166e-17,1.7589634e-21,1.0,7.291634e-17,1.6251881e-09,1.5121762e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/1235.jpg,2.930993e-28,2.1598177e-29,1.0,7.246161e-24,2.6579816e-20,3.280396e-25
/kaggle/input/vehicle-damage-identification/test/glass shatter/4069.jpg,9.153497e-19,7.855329e-10,1.0,4.775007e-17,4.3858585e-16,4.9345356e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/5396.jpg,4.9161014e-19,4.653013e-20,1.0,5.7263054e-13,4.169656e-15,1.1935563e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/3749.jpg,1.7215093e-15,6.7584635e-18,1.0,1.01159265e-19,1.8016472e-11,4.3972414e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/5570.jpg,2.186006e-09,4.66654e-07,0.99999905,4.8274126e-07,1.7767094e-08,8.536236e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/1735.jpg,5.058992e-10,2.0657278e-09,0.99999475,2.6113387e-06,2.360586e-06,1.91503e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/3715.jpg,5.440319e-10,1.623823e-07,0.99997604,2.3854614e-05,4.0415063e-10,2.2809926e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/5565.jpg,4.780842e-11,0.0014776756,0.9983662,0.00015495133,1.1454305e-06,6.0934344e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/1544.jpg,4.449438e-17,7.760978e-19,1.0,1.7949258e-17,6.2009904e-11,1.1004193e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/4513.jpg,6.3616967e-13,6.521245e-14,1.0,2.9004812e-11,3.7216232e-14,2.3653992e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/2155.jpg,4.1339778e-13,1.4268507e-13,1.0,6.2053007e-10,2.5036176e-10,2.7425388e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/4691.jpg,4.8067446e-20,2.3240097e-19,1.0,3.5280474e-14,2.8937064e-15,2.5331517e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/6753.jpg,4.0275804e-12,7.055059e-16,0.9999949,5.5441776e-11,5.0680624e-06,8.653517e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4309.jpg,4.8025802e-14,3.5320358e-09,1.0,2.7972668e-11,1.4580766e-13,1.6434514e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/5918.jpg,1.520853e-19,3.1412066e-16,1.0,7.8248147e-16,1.7424722e-16,1.6556209e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5625.jpg,1.7240417e-20,8.934374e-17,1.0,3.018184e-13,7.315735e-13,8.865669e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/3248.jpg,0.09835799,0.385483,0.25437018,0.051228058,0.21056028,5.522852e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/3835.jpg,2.7873066e-19,5.461705e-16,1.0,8.2123437e-19,1.0398712e-15,1.2138011e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/2678.jpg,1.1054449e-12,8.669992e-12,1.0,8.312553e-16,3.1226064e-15,4.3800493e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/1287.jpg,9.9285346e-12,2.4929636e-06,0.9999974,1.8086525e-11,1.7272873e-07,3.3525186e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/5430.jpg,2.7677174e-18,4.8042125e-21,1.0,4.66593e-22,1.0259779e-15,4.9656877e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/5416.jpg,2.8488503e-14,7.600145e-12,1.0,7.4306436e-13,1.9542994e-09,2.5514096e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/3312.jpg,7.784881e-18,1.9818736e-10,1.0,1.60546e-10,1.0626576e-13,1.5851788e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3276.jpg,2.0238894e-13,8.4030665e-07,0.99999917,2.0582682e-09,1.3117432e-09,5.7402516e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/4244.jpg,1.0882031e-19,2.853513e-20,1.0,3.238102e-16,7.517459e-13,3.542286e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/864.jpg,2.0973525e-17,4.8745194e-17,1.0,4.167046e-16,1.1096002e-12,1.2119021e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/455.jpg,2.5443662e-05,0.0003689885,0.97894406,1.9253876e-07,0.020661268,1.0488805e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/2534.jpg,1.2361304e-12,2.1423704e-08,0.99986243,0.00013754652,4.2041344e-09,1.360956e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/1148.jpg,9.31368e-13,1.3176796e-07,0.9999999,4.8011765e-11,1.3335832e-13,1.4151759e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/905.jpg,6.2422647e-18,3.101595e-14,1.0,1.3744543e-10,3.5428962e-14,4.9186474e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/5598.jpg,2.5397585e-14,2.935689e-13,0.99999297,9.029994e-13,7.091244e-06,5.029429e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5011.jpg,4.8001984e-12,0.29592133,0.7038595,0.00021440609,4.7617946e-06,1.5990717e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/5965.jpg,3.165745e-12,6.4627666e-06,0.99999356,3.591525e-08,4.6061188e-10,3.8526897e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/3580.jpg,2.4980425e-06,0.0011737107,0.68024564,4.9519386e-08,0.31857806,6.951371e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/3983.jpg,9.4592446e-18,7.0496004e-18,1.0,1.4029512e-21,4.382466e-15,3.733374e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/50.jpg,1.3382801e-15,1.2951196e-07,0.9861725,0.013827435,7.0179737e-15,2.2303085e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/127.jpg,5.8637654e-21,6.9539297e-25,1.0,3.1344167e-18,7.7584266e-13,4.5085625e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/5508.jpg,1.7426424e-06,3.283714e-08,0.99977404,5.206691e-09,0.00021744822,6.7243986e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/4403.jpg,3.7629306e-07,3.0929666e-08,0.99999964,1.4187065e-09,1.2031184e-08,2.1322091e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/1545.jpg,2.9920694e-17,2.410033e-19,1.0,2.5852471e-12,1.0666074e-09,1.15840946e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2829.jpg,4.7550423e-12,2.1376252e-18,1.0,4.5878754e-14,1.5160427e-11,1.19439015e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/6790.jpg,8.360688e-19,5.8630107e-19,1.0,1.7898925e-18,4.52339e-12,1.6025355e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5583.jpg,4.1977865e-18,2.631963e-18,1.0,8.5088684e-16,1.0845455e-16,2.6054594e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/6123.jpg,7.333145e-12,1.3696891e-13,1.0,8.832717e-12,1.3176574e-16,9.178297e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/6617.jpg,6.596856e-22,1.280767e-23,1.0,7.22331e-24,6.664788e-17,2.0797784e-23
/kaggle/input/vehicle-damage-identification/test/glass shatter/2799.jpg,4.933352e-17,4.08527e-13,1.0,9.551477e-13,6.164741e-18,2.1422525e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/4011.jpg,4.0720424e-06,7.213298e-11,0.9998615,7.814173e-08,0.00013429862,1.6733124e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3251.jpg,3.0638537e-16,7.111531e-10,0.9999993,6.7651644e-07,1.1786693e-11,3.6866046e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/2787.jpg,1.5752806e-15,1.2483594e-19,1.0,1.1381932e-19,2.7014235e-10,7.111108e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3962.jpg,1.12740234e-13,2.8217002e-07,0.99737906,3.1480527e-11,0.0026207322,1.1369867e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3733.jpg,6.846192e-19,7.610581e-18,1.0,6.3770517e-17,8.565303e-09,4.050979e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/2177.jpg,3.4914963e-18,6.10101e-19,1.0,5.2866354e-19,2.5893197e-11,1.9981537e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2073.jpg,2.9085352e-23,5.2598037e-18,1.0,7.97762e-17,1.4605877e-20,8.785446e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/2986.jpg,3.529355e-08,0.0003450973,0.99965036,1.7674186e-08,2.332014e-06,2.179326e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/6488.jpg,2.134402e-12,3.6517022e-11,0.9999758,7.0080134e-08,2.3817442e-05,1.8887867e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/451.jpg,5.7927875e-17,4.2355157e-21,1.0,1.999776e-15,7.8309004e-10,2.4482589e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2937.jpg,7.4663364e-19,5.742889e-16,1.0,2.5845578e-15,4.54743e-12,2.257081e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/3003.jpg,1.2211569e-10,4.6419214e-07,0.9999995,1.8835584e-08,1.7709283e-08,2.609286e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/2632.jpg,4.0628356e-17,2.3841941e-17,1.0,2.7336914e-16,4.1858825e-10,1.0792005e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3992.jpg,2.3723968e-12,1.1546338e-12,1.0,3.475693e-12,7.989304e-12,1.7075448e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/4168.jpg,3.5207104e-12,1.4382539e-08,1.0,2.2224313e-10,5.5455047e-08,1.8127063e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/4536.jpg,5.036338e-09,0.08118521,0.90715945,0.011236198,0.0004191871,2.2850544e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/4762.jpg,3.9135024e-08,2.2015186e-07,0.99999976,4.3691387e-10,2.4725855e-10,2.884384e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/5973.jpg,1.8476222e-22,1.937782e-24,1.0,5.557192e-20,1.3986563e-19,5.0727977e-25
/kaggle/input/vehicle-damage-identification/test/glass shatter/6523.jpg,1.2495585e-14,2.4911444e-12,1.0,4.9372944e-14,6.7780487e-10,2.522273e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2288.jpg,2.5884998e-18,6.700045e-23,0.99999964,1.0730557e-15,3.584513e-07,1.5074314e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/5855.jpg,1.472518e-10,8.138056e-10,0.9997452,4.4129158e-12,0.0002548154,1.2419832e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/2846.jpg,9.184846e-17,3.1924648e-15,1.0,1.5438074e-19,4.851813e-13,1.3094115e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/4909.jpg,7.777698e-18,6.700838e-16,1.0,3.114631e-18,3.923172e-13,1.4765494e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/3549.jpg,9.516528e-11,1.0617405e-14,0.99999535,9.856067e-11,4.6761165e-06,2.0827149e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/2111.jpg,5.9491274e-16,7.2595816e-16,1.0,2.4434208e-21,7.661536e-12,1.847341e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/5094.jpg,3.9627025e-08,0.00033107854,0.9996644,4.325839e-06,1.2462189e-07,1.5163133e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/5936.jpg,3.3736896e-23,2.4319633e-22,1.0,3.7984176e-20,3.4845148e-12,5.4142755e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/6552.jpg,7.0395905e-14,7.858989e-13,1.0,3.0446975e-11,2.9540153e-09,3.5339288e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/1856.jpg,6.198638e-14,7.2380324e-10,0.99999964,3.2127568e-07,4.109067e-08,1.9684176e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/4012.jpg,1.0823698e-11,3.9412953e-07,0.99999964,5.4430373e-08,1.2734686e-08,4.78386e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3735.jpg,8.293296e-16,1.8126647e-17,1.0,4.8455744e-19,9.737273e-11,3.5879902e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/7070.jpg,0.0026543126,0.00010915359,0.9954324,7.625387e-06,0.0017965742,9.331834e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/195.jpg,6.110171e-16,3.2498688e-09,0.99999976,2.898399e-07,4.788708e-12,5.9953e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/2385.jpg,1.1325792e-28,4.32648e-26,1.0,4.3050393e-21,4.058649e-19,1.4564278e-25
/kaggle/input/vehicle-damage-identification/test/glass shatter/552.jpg,5.1123377e-09,0.00023126189,0.9997682,5.5270436e-07,1.6706213e-08,1.8262522e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/799.jpg,2.6666445e-20,6.73945e-22,1.0,3.7703823e-20,4.1260279e-10,7.872021e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/3389.jpg,1.7774419e-17,4.3562675e-21,1.0,1.1506374e-15,1.58166e-08,5.132268e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/1810.jpg,2.359067e-20,7.968053e-21,1.0,3.22506e-23,1.0305914e-14,4.0605486e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/3718.jpg,8.28605e-08,1.2990249e-06,0.9999974,4.9872273e-10,2.8947966e-08,1.2422103e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/3933.jpg,4.95945e-08,1.4466205e-07,0.99999964,1.1083503e-07,4.3906876e-08,2.234914e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/940.jpg,8.2090846e-19,7.625796e-21,0.99999976,9.742559e-16,1.9733722e-07,3.5177101e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/4650.jpg,7.282366e-20,6.5079664e-24,1.0,9.706743e-20,1.7453156e-13,6.363753e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/6483.jpg,1.2156228e-16,3.55899e-13,0.999998,1.9901654e-06,6.1585155e-13,2.5125252e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/996.jpg,4.0502888e-15,1.7690386e-11,0.99999964,4.01618e-07,1.9126983e-12,2.1613273e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/4402.jpg,4.363906e-19,1.8133178e-10,1.0,1.0176792e-15,1.0997861e-15,1.1477321e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/4744.jpg,1.1425032e-13,7.392743e-13,1.0,3.1444713e-10,6.7881067e-16,2.7692211e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/4052.jpg,1.5499477e-22,1.6992574e-19,1.0,2.937326e-22,1.3938687e-18,5.9767408e-24
/kaggle/input/vehicle-damage-identification/test/glass shatter/2522.jpg,2.6540416e-19,7.0042007e-23,1.0,3.52275e-17,1.6931205e-11,1.806049e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/6886.jpg,3.38818e-19,2.809495e-15,1.0,2.6799132e-19,3.1388925e-10,2.1763318e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/3786.jpg,1.0064912e-09,1.1567912e-06,0.9195625,6.200594e-08,5.0679523e-07,0.08043562
/kaggle/input/vehicle-damage-identification/test/glass shatter/2940.jpg,2.5784052e-11,4.318395e-11,0.9999988,1.2785055e-08,1.1553971e-06,3.3535024e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/7002.jpg,3.3850312e-17,6.8808292e-12,1.0,2.636542e-13,9.699783e-09,3.1182497e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3821.jpg,9.514235e-11,3.9155573e-05,0.9999604,5.323481e-07,4.4977098e-09,3.0096613e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/6809.jpg,1.34536645e-20,7.0129075e-18,1.0,3.8054497e-21,1.9312708e-19,6.970779e-22
/kaggle/input/vehicle-damage-identification/test/glass shatter/321.jpg,0.4866574,0.41871712,0.021552902,0.0003855249,0.07268707,4.3678316e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/1059.jpg,6.355482e-14,3.2765273e-12,0.9999883,2.06695e-11,1.1731862e-05,5.0588115e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/469.jpg,4.5152455e-19,1.6805929e-10,1.0,4.2495557e-17,4.247437e-15,6.76681e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/6865.jpg,2.3912454e-12,5.21249e-16,1.0,1.6072521e-14,1.4225277e-09,3.2795936e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/6693.jpg,3.4924392e-12,8.113302e-13,1.0,8.8210445e-13,1.9668571e-16,3.3031754e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2754.jpg,1.4098872e-15,5.0475647e-19,1.0,3.613754e-17,1.2203253e-08,5.612413e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/2726.jpg,7.013646e-21,2.0163949e-26,1.0,1.8252925e-18,1.4105542e-15,1.793651e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/4116.jpg,7.7696324e-13,1.5886796e-08,0.99993265,3.4093195e-05,3.3208533e-05,5.0652584e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/6025.jpg,2.834748e-13,1.6003426e-13,0.9999999,8.933675e-13,1.7031516e-07,7.705821e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/3177.jpg,8.0452734e-19,2.7759633e-19,1.0,9.157737e-16,1.458697e-09,1.9366952e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2379.jpg,4.2081724e-12,2.4686156e-12,1.0,2.5303032e-11,4.264194e-10,4.0334416e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/570.jpg,4.143589e-08,9.767643e-09,0.9999546,2.2190225e-10,4.5382803e-05,1.182726e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/5999.jpg,3.454333e-27,5.32447e-16,1.0,2.1404768e-22,1.3028515e-18,1.6809803e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/6979.jpg,6.059699e-08,4.7235376e-09,0.9999999,4.5511957e-08,2.251433e-08,1.7110178e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/566.jpg,2.0544444e-10,0.8356554,0.1638104,0.0003456432,0.00018845328,1.5375057e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/6919.jpg,7.344822e-10,1.331029e-16,0.99998784,1.7361433e-10,1.2124658e-05,8.277315e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/6227.jpg,9.91174e-07,0.0010667433,0.99877375,1.1879329e-06,7.7892204e-05,7.940395e-05
/kaggle/input/vehicle-damage-identification/test/glass shatter/1564.jpg,3.834546e-08,2.1315914e-10,0.9999999,1.4390898e-09,9.459111e-08,1.5285817e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/4731.jpg,9.4623203e-07,1.8625947e-09,0.9999658,1.9280807e-07,2.8143822e-05,4.9114155e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/1433.jpg,5.3365275e-06,0.6617345,0.28650236,0.012615496,0.039142154,8.921494e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/2283.jpg,5.2940177e-13,3.015973e-10,1.0,5.8757345e-17,1.8437644e-10,4.8435512e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3647.jpg,4.1211482e-19,1.405428e-18,1.0,8.2600876e-22,8.6736793e-16,2.1655328e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2427.jpg,6.0508485e-15,3.1771158e-20,0.9998636,4.454539e-16,0.00013631277,3.6058743e-13
