Filename,crack,dent,glass shatter,lamp broken,scratch,tire flat
/kaggle/input/vehicle-damage-identification/test/glass shatter/4369.jpg,3.3849832e-15,2.2143283e-14,1.0,2.999976e-11,6.7082553e-16,1.3699617e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/6732.jpg,4.95747e-12,1.12520055e-07,0.99999917,3.643665e-09,7.368982e-07,1.6528328e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/5797.jpg,2.4967534e-19,1.3369175e-16,1.0,9.6373786e-20,5.5350836e-20,1.5103759e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/243.jpg,2.8234607e-16,3.3953583e-13,1.0,1.5325445e-15,2.868921e-15,9.711165e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/6695.jpg,1.987904e-10,9.2418226e-08,0.99999976,1.3024486e-07,3.8215378e-10,4.9435768e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/5244.jpg,4.473951e-15,3.3922789e-12,1.0,2.2646605e-11,5.521443e-11,3.2930257e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/6637.jpg,2.7537872e-10,1.0177681e-06,0.9999989,1.5874382e-10,6.292543e-16,1.0638764e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/6904.jpg,7.619843e-08,0.00037012988,0.99960536,2.439741e-05,5.0331824e-08,5.6519553e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/6098.jpg,2.070598e-13,2.8681402e-10,0.9999999,8.0098054e-13,6.488163e-08,3.9800513e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4004.jpg,6.8449117e-06,0.00010657722,0.9998808,4.623366e-06,1.1176207e-06,5.6386654e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/273.jpg,1.162383e-12,8.11121e-10,1.0,6.630662e-11,2.1103362e-11,1.3025822e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/4882.jpg,4.282465e-09,2.2209808e-05,0.9999778,2.7568585e-12,8.619642e-12,9.570846e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/3949.jpg,2.043953e-15,1.3393582e-15,1.0,8.5126845e-12,7.960167e-18,3.0146311e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/5049.jpg,3.5668494e-15,8.7111e-12,1.0,1.583746e-08,2.4289902e-12,1.899499e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3377.jpg,1.681395e-10,1.0295624e-10,0.9997601,2.6245493e-07,0.0002396219,5.5538157e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3543.jpg,2.1936313e-12,7.5391516e-14,1.0,1.3666158e-12,3.76834e-09,2.088954e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/668.jpg,9.813267e-19,9.564948e-17,1.0,7.577622e-16,4.33751e-15,5.867649e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5242.jpg,5.4327796e-07,0.0002730858,0.9584404,1.4408963e-07,0.04128582,1.297696e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/3808.jpg,6.915217e-10,1.5373423e-09,0.99380916,2.1521176e-09,0.0061908127,3.523693e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/6893.jpg,1.5655251e-11,8.7430383e-13,1.0,2.1790911e-11,1.7994761e-08,5.966787e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/328.jpg,9.225286e-12,2.9440267e-12,1.0,4.3910867e-10,1.80972e-11,4.8309646e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/683.jpg,4.5833583e-11,1.664999e-07,0.9999995,4.0472386e-07,4.074755e-09,2.9466617e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/4844.jpg,2.4955084e-06,7.4448886e-05,0.99612325,0.00019419366,0.0036056142,1.274297e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/743.jpg,3.3873175e-17,8.671326e-17,1.0,3.8678922e-17,7.473439e-17,2.2493327e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2952.jpg,4.6616924e-16,7.68419e-16,1.0,2.1419608e-13,8.818701e-18,5.0298865e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/6256.jpg,5.158102e-10,1.6076361e-06,0.99999833,7.8625796e-08,1.7367203e-11,3.0880151e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2051.jpg,3.8696765e-14,8.9653236e-13,1.0,4.6165972e-14,3.8440356e-16,9.6008094e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/4067.jpg,5.4427786e-16,2.3602047e-17,1.0,3.141457e-17,6.665115e-18,5.5152793e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3077.jpg,5.2110643e-08,0.00012105111,0.99987876,1.648811e-07,1.3573347e-09,3.3906985e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/353.jpg,4.178491e-16,9.583869e-13,1.0,2.4347752e-15,2.1600215e-16,5.2675316e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/59.jpg,3.5156404e-14,3.6055736e-10,1.0,4.0916905e-08,2.3161133e-13,1.01919385e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2346.jpg,6.2080976e-09,6.887996e-09,1.0,2.9763905e-08,8.686582e-11,5.8138112e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/379.jpg,5.285699e-06,0.0012825388,0.9983871,7.287454e-05,0.00023897628,1.3248097e-05
/kaggle/input/vehicle-damage-identification/test/glass shatter/5758.jpg,3.165379e-12,5.1294377e-12,1.0,2.7325397e-12,4.5588504e-08,1.2156248e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/1235.jpg,1.8356357e-16,8.193948e-18,1.0,3.5199023e-17,6.151445e-18,1.6430375e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/4069.jpg,1.406405e-12,2.4930234e-06,0.9999975,2.7143549e-10,7.4042403e-09,1.2648601e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/5396.jpg,2.289633e-16,2.0864471e-14,1.0,1.1532543e-11,2.2649725e-14,1.4529614e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3749.jpg,3.4119334e-16,5.5480163e-14,1.0,3.62436e-15,1.4701985e-14,9.524824e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5570.jpg,4.109485e-10,3.8511843e-07,0.9999994,2.390402e-07,4.749821e-11,3.9926574e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/1735.jpg,3.4206816e-14,2.5233906e-12,1.0,7.0401254e-11,6.2976057e-12,2.0343612e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3715.jpg,9.1747717e-07,1.2718051e-06,0.99998844,3.2359937e-06,5.7009875e-06,4.3613736e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/5565.jpg,4.749632e-08,0.0065017776,0.9934982,1.0288055e-08,4.467806e-10,1.1059081e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/1544.jpg,7.809602e-17,3.179357e-19,1.0,2.1105965e-16,3.7438267e-19,1.0093046e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/4513.jpg,1.3146628e-12,3.5942374e-10,1.0,1.0003469e-08,5.873457e-14,1.9998466e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2155.jpg,1.7546296e-10,5.8902305e-07,0.9999994,5.107101e-11,3.052844e-10,4.747092e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/4691.jpg,2.467075e-17,3.3835907e-14,1.0,6.087164e-16,3.2429055e-19,1.5586193e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/6753.jpg,6.3615424e-12,6.9095857e-10,1.0,1.8202815e-08,9.462129e-11,1.0895653e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/4309.jpg,6.881368e-11,1.05222306e-07,0.99999964,2.4888894e-07,6.323461e-11,9.211046e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/5918.jpg,4.4225555e-14,1.3394369e-12,1.0,1.7132957e-13,5.0873963e-15,7.62177e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5625.jpg,1.1034294e-15,2.1149963e-13,1.0,5.697541e-14,7.5399524e-19,5.125454e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3248.jpg,5.99879e-07,0.99999833,4.5437534e-07,7.847881e-08,5.234828e-07,1.15716e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/3835.jpg,2.3338594e-14,6.8847483e-10,1.0,4.3934593e-13,3.8537465e-13,9.303086e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2678.jpg,1.0600563e-13,1.2168231e-11,1.0,1.318315e-10,1.2547656e-13,4.5397927e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/1287.jpg,0.000504328,0.00087074225,0.9986205,1.4700643e-07,8.1697937e-07,3.4814248e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/5430.jpg,4.2851896e-17,2.3108136e-17,1.0,5.378178e-16,1.9797185e-19,3.2811034e-21
/kaggle/input/vehicle-damage-identification/test/glass shatter/5416.jpg,2.936766e-11,1.6488881e-06,0.99999833,1.1968022e-08,7.703458e-09,7.5000275e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/3312.jpg,5.793877e-14,2.8997832e-07,0.9999995,2.1098002e-07,4.2607345e-11,4.8703193e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/3276.jpg,1.7240906e-07,0.0005479201,0.9994516,9.2287266e-08,2.6144278e-07,3.622952e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/4244.jpg,2.3988722e-10,1.1269831e-09,1.0,4.5142976e-08,4.08304e-14,7.716977e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/864.jpg,1.3635043e-16,2.5342657e-17,1.0,4.603796e-13,6.454691e-15,2.3150906e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/455.jpg,1.0320481e-08,9.086052e-09,0.9999999,5.819364e-10,7.011819e-08,1.2543863e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/2534.jpg,6.491586e-11,1.3182956e-06,0.99999845,2.323298e-07,1.4487442e-08,2.5061767e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/1148.jpg,4.186292e-12,1.588417e-05,0.9999825,1.9148994e-12,1.5184177e-06,1.1015179e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/905.jpg,2.8699606e-07,7.560629e-08,0.99999964,3.0468605e-09,3.4644174e-10,3.41757e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/5598.jpg,3.832854e-12,4.3217883e-09,0.9999993,4.024304e-12,6.855905e-07,1.6285161e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/5011.jpg,6.2352e-10,3.3644376e-06,0.99999654,8.510773e-08,3.3032594e-09,2.1053093e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/5965.jpg,2.6600602e-13,3.5749537e-08,1.0,2.747903e-14,5.049221e-19,5.652422e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/3580.jpg,3.7258914e-08,1.472509e-05,0.99993587,1.5273059e-06,4.77996e-05,3.5614192e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3983.jpg,4.2037315e-18,2.6547085e-20,1.0,1.9919253e-16,3.2519272e-17,2.5142682e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/50.jpg,9.541263e-16,2.916582e-13,0.99999964,3.281107e-07,4.5415388e-10,6.065918e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/127.jpg,2.4128043e-17,7.2193655e-14,1.0,9.552165e-14,1.1671389e-13,6.820627e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/5508.jpg,8.237102e-07,0.00029663256,0.9997025,3.3084602e-09,1.944884e-09,3.4650235e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/4403.jpg,2.2778595e-05,3.7661823e-05,0.9266749,2.3078815e-07,0.073253326,1.1032123e-05
/kaggle/input/vehicle-damage-identification/test/glass shatter/1545.jpg,4.577278e-06,2.56354e-09,0.9999875,1.4906881e-07,7.913581e-06,2.3278521e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/2829.jpg,4.481456e-12,1.1899136e-09,0.9999999,4.6349266e-12,1.4317102e-07,5.9070067e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/6790.jpg,3.8379803e-18,1.1528341e-15,1.0,1.6416789e-16,8.8646e-19,6.6499214e-20
/kaggle/input/vehicle-damage-identification/test/glass shatter/5583.jpg,3.7697935e-12,4.8234566e-10,1.0,3.318651e-11,3.572648e-09,2.1461596e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/6123.jpg,1.2602072e-10,8.040406e-09,1.0,9.491452e-10,2.923556e-13,1.0111164e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/6617.jpg,2.3767853e-16,1.9993432e-13,1.0,4.336993e-13,4.7176198e-14,2.533629e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2799.jpg,4.25269e-15,3.9789495e-11,1.0,1.9046373e-10,9.59687e-14,1.7560535e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4011.jpg,1.5613137e-10,1.2653535e-13,0.9999913,8.752562e-06,8.367533e-13,8.997511e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3251.jpg,2.6748275e-09,1.1185567e-06,0.9999989,5.2134674e-09,4.6286037e-09,4.7870307e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2787.jpg,9.4055426e-14,3.5300144e-17,1.0,5.5290406e-15,7.308528e-12,2.7895412e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/3962.jpg,3.972226e-09,0.0007865268,0.99921227,6.5189343e-09,1.1637061e-06,2.3788838e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/3733.jpg,4.1679705e-15,1.9362523e-13,1.0,8.435189e-11,4.5857644e-15,1.6403517e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2177.jpg,2.5906753e-17,8.807725e-14,1.0,7.255637e-12,3.6229326e-17,5.9200794e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2073.jpg,1.9242655e-16,9.8074215e-09,1.0,6.73975e-17,1.8973225e-19,1.0728592e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/2986.jpg,5.7690528e-08,1.8223895e-05,0.9999752,4.6073046e-06,5.775061e-07,1.3449118e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/6488.jpg,3.0780924e-09,1.2225756e-07,0.99944264,0.00055694475,9.1457075e-08,6.019264e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/451.jpg,3.5682348e-08,4.9143633e-08,0.9998735,1.3505558e-10,0.00012617014,6.2353195e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/2937.jpg,2.220467e-16,9.873139e-15,1.0,2.6935486e-16,2.1230067e-17,3.1605775e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/3003.jpg,6.405099e-10,3.3234006e-08,1.0,5.5510604e-08,6.008369e-12,5.4086957e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/2632.jpg,4.1357874e-15,3.831702e-12,1.0,1.6771398e-15,3.519045e-16,2.1606621e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/3992.jpg,1.0551005e-08,1.9617878e-06,0.99999785,1.2736419e-07,1.1499758e-09,5.078469e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4168.jpg,1.5834292e-11,9.2881265e-11,0.9999999,1.654637e-08,6.88465e-08,4.3684994e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/4536.jpg,1.576416e-08,0.009090819,0.91825366,0.07257221,8.316721e-05,1.1889867e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/4762.jpg,3.856027e-07,0.0008577997,0.9990631,7.380847e-05,4.9166974e-06,4.9695297e-09
/kaggle/input/vehicle-damage-identification/test/glass shatter/5973.jpg,2.2962741e-14,2.7445467e-13,1.0,3.760372e-12,2.264627e-14,2.023148e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/6523.jpg,2.3851188e-12,1.11403546e-10,1.0,1.6986106e-10,7.76071e-12,2.0166072e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/2288.jpg,1.778788e-10,6.759619e-12,1.0,3.7583622e-13,4.6688303e-08,1.6767922e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/5855.jpg,2.8335997e-11,6.9428235e-10,1.0,5.7149176e-08,9.542496e-10,2.0918754e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2846.jpg,3.3151967e-11,1.1769582e-15,1.0,1.4587825e-10,5.979012e-12,1.683021e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4909.jpg,3.340468e-17,1.0968223e-18,1.0,1.0305088e-14,6.4291584e-15,3.1123167e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/3549.jpg,4.473617e-12,5.5628835e-10,1.0,5.403252e-10,1.1527595e-11,2.95862e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/2111.jpg,1.2990993e-11,1.5228183e-15,1.0,2.626396e-11,3.6199372e-12,6.6374688e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/5094.jpg,5.3920056e-05,0.0003921064,0.7280608,0.27143174,6.13505e-05,9.773456e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/5936.jpg,4.6464776e-16,3.762689e-12,1.0,1.2107672e-14,7.0529265e-13,1.3360611e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/6552.jpg,9.549855e-07,0.00022924079,0.9997222,2.830886e-06,4.4643613e-05,7.385916e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/1856.jpg,5.1677356e-12,7.2195994e-10,0.9999999,1.7505049e-07,6.2610345e-10,5.8844623e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/4012.jpg,3.387044e-09,3.2369437e-05,0.99989414,7.329403e-05,6.6999775e-08,1.508461e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/3735.jpg,4.9235196e-17,5.29758e-18,1.0,4.9855943e-14,5.688292e-13,3.2584803e-19
/kaggle/input/vehicle-damage-identification/test/glass shatter/7070.jpg,9.569722e-06,0.9983718,8.2293695e-07,3.0720545e-05,0.0015872311,1.157266e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/195.jpg,4.7420565e-09,8.698499e-06,0.9999913,2.3388536e-09,1.2857858e-08,1.892678e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/2385.jpg,2.3437513e-16,3.167571e-16,1.0,3.0126035e-14,2.4556937e-18,4.091783e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/552.jpg,2.894889e-08,0.0005942763,0.99940574,7.066565e-11,1.5582187e-11,1.8246465e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/799.jpg,2.1940434e-14,1.2461597e-14,1.0,2.8244602e-14,3.3448675e-13,2.1379934e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/3389.jpg,1.942542e-08,2.015455e-09,0.9999962,1.6468138e-11,7.6811773e-07,3.1560053e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/1810.jpg,2.3134056e-18,9.271536e-20,1.0,3.7307004e-17,1.7866054e-17,1.1590958e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/3718.jpg,5.2721435e-07,3.467064e-08,0.9999937,2.0294035e-06,3.7176878e-06,1.6550449e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/3933.jpg,9.861079e-10,4.718267e-10,0.99999976,2.6772085e-07,4.9119e-12,9.59635e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/940.jpg,9.96798e-14,4.2744782e-14,1.0,5.5105744e-15,3.1065194e-15,1.6700405e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/4650.jpg,1.833442e-12,3.1514752e-12,1.0,1.7100431e-14,7.7763164e-11,9.469047e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/6483.jpg,1.4313406e-16,1.0565144e-12,1.0,3.9091573e-14,1.0477346e-16,1.4087721e-18
/kaggle/input/vehicle-damage-identification/test/glass shatter/996.jpg,3.743634e-14,6.2942314e-07,0.9999994,5.180328e-11,2.5380012e-15,1.5369229e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/4402.jpg,2.2285053e-10,8.593048e-05,0.99991405,3.4772146e-10,1.4722731e-09,3.0967316e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/4744.jpg,9.423257e-12,6.0376957e-09,1.0,3.4547618e-08,3.4762102e-12,1.37521195e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4052.jpg,1.5347084e-16,5.3516146e-12,1.0,5.5372937e-15,2.3715504e-16,1.1494385e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2522.jpg,1.782323e-14,2.3854851e-10,1.0,2.9036183e-12,1.7507844e-12,5.2889457e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/6886.jpg,3.1023727e-12,2.06971e-07,0.99999976,4.2661123e-14,6.1712266e-09,2.3406852e-13
/kaggle/input/vehicle-damage-identification/test/glass shatter/3786.jpg,1.8391094e-07,5.4598382e-05,0.99913603,9.402914e-08,1.0810861e-08,0.00080913847
/kaggle/input/vehicle-damage-identification/test/glass shatter/2940.jpg,1.0022483e-09,1.02097296e-10,0.99999964,2.398542e-10,3.262274e-07,3.3649195e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/7002.jpg,1.4853543e-14,3.092615e-11,1.0,8.604113e-12,7.62396e-11,1.2688792e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/3821.jpg,4.967949e-10,0.01624481,0.98372686,8.060414e-09,2.8240664e-05,1.3316452e-11
/kaggle/input/vehicle-damage-identification/test/glass shatter/6809.jpg,1.8369676e-15,3.258745e-13,1.0,2.1684564e-11,4.5389113e-16,5.881161e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/321.jpg,1.5856031e-07,0.9999937,3.4137223e-08,2.790781e-06,3.5108749e-06,5.741432e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/1059.jpg,2.8545532e-12,9.5862504e-08,0.9999999,4.36134e-09,2.574344e-11,2.116385e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/469.jpg,9.197138e-10,5.161465e-06,0.9999949,1.0317845e-09,1.2947681e-08,1.6014131e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/6865.jpg,9.447495e-09,1.3906407e-09,1.0,1.271057e-08,4.7046495e-08,1.6462902e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/6693.jpg,4.3399206e-10,3.3267934e-08,1.0,1.4924292e-09,2.659634e-13,1.5384078e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/2754.jpg,2.7368856e-15,2.8512492e-13,1.0,3.6908234e-14,1.2532014e-13,3.7922992e-17
/kaggle/input/vehicle-damage-identification/test/glass shatter/2726.jpg,4.1320636e-16,1.5302e-14,1.0,1.9112329e-12,6.5145287e-15,3.136307e-14
/kaggle/input/vehicle-damage-identification/test/glass shatter/4116.jpg,1.4324199e-07,3.5325833e-05,0.9998355,0.00010578762,2.2267257e-05,8.4091135e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/6025.jpg,2.707099e-08,1.489805e-07,0.99999964,4.612864e-10,1.6435563e-07,1.2636289e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/3177.jpg,1.8820237e-14,1.5142488e-14,1.0,4.5090303e-12,2.2409589e-15,3.422194e-15
/kaggle/input/vehicle-damage-identification/test/glass shatter/2379.jpg,1.0381268e-12,2.3809464e-12,1.0,3.698969e-11,1.3988581e-13,6.426924e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/570.jpg,4.2555454e-05,8.680302e-07,0.99995565,6.7470836e-08,8.8127933e-07,2.8196338e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/5999.jpg,2.3401525e-14,3.016172e-07,0.99999964,8.878888e-17,3.6615547e-18,1.5374561e-16
/kaggle/input/vehicle-damage-identification/test/glass shatter/6979.jpg,2.180982e-12,5.9520283e-10,1.0,1.2391654e-10,4.199267e-11,2.8178928e-12
/kaggle/input/vehicle-damage-identification/test/glass shatter/566.jpg,1.0624604e-08,0.0012516673,0.8840458,0.11467125,3.135223e-05,1.955204e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/6919.jpg,3.3476917e-07,3.1755394e-09,0.9999988,6.392091e-11,8.399097e-07,1.3379315e-08
/kaggle/input/vehicle-damage-identification/test/glass shatter/6227.jpg,6.203533e-08,0.00031643093,0.99935013,1.1316281e-06,4.7415682e-08,0.00033230218
/kaggle/input/vehicle-damage-identification/test/glass shatter/1564.jpg,1.1430327e-05,0.00023293386,0.06415457,1.9311574e-06,0.935595,4.1029075e-06
/kaggle/input/vehicle-damage-identification/test/glass shatter/4731.jpg,6.2535226e-05,0.00015931205,0.9997658,2.1803999e-09,1.1969389e-05,5.169373e-07
/kaggle/input/vehicle-damage-identification/test/glass shatter/1433.jpg,1.4527058e-07,0.00016998427,0.99982375,6.1668493e-06,7.4256086e-09,7.5804724e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/2283.jpg,2.3118327e-09,3.5315009e-07,0.9999982,1.3066847e-06,9.587277e-08,9.609016e-10
/kaggle/input/vehicle-damage-identification/test/glass shatter/3647.jpg,1.8657685e-14,3.4799632e-13,1.0,6.5236033e-12,4.3442167e-11,1.8189608e-10
